Filename,Formula,Notes,Num Elements,2a
251216.cif,Nb,,1,Nb
1928789.cif,Nb,,1,Nb
1928795.cif,Nb,,1,Nb
1928776.cif,Nb,,1,Nb
1928792.cif,Nb,,1,Nb
1928752.cif,Nb,,1,Nb
1928799.cif,Nb,,1,Nb
250710.cif,Nb,,1,Nb
250699.cif,Nb,,1,Nb
1010366.cif,Nb,,1,Nb
250690.cif,Nb,,1,Nb
452159.cif,Nb,,1,Nb
534841.cif,Nb,,1,Nb
452148.cif,Nb,,1,Nb
534145.cif,Nb,,1,Nb
533807.cif,Nb,,1,Nb
527280.cif,Nb,,1,Nb
250220.cif,Nb,,1,Nb
533317.cif,Nb,,1,Nb
452262.cif,Nb,,1,Nb
261443.cif,Nb,,1,Nb
455434.cif,Nb,,1,Nb
534894.cif,Nb,,1,Nb
250098.cif,Nb,,1,Nb
1300517.cif,Nb,,1,Nb
252195.cif,Nb,,1,Nb
534923.cif,Nb,,1,Nb
535075.cif,Nb,,1,Nb
535085.cif,Nb,,1,Nb
1703903.cif,Nb,,1,Nb
456800.cif,Nb,,1,Nb
1703888.cif,Nb,,1,Nb
1703898.cif,Nb,,1,Nb
311287.cif,Nb,,1,Nb
553654.cif,Nb,,1,Nb
456874.cif,Nb,,1,Nb
261170.cif,Nb,,1,Nb
1939122.cif,Nb,,1,Nb
1341707.cif,Na,rt,1,Na
1254068.cif,Na,rt,1,Na
1840577.cif,Na,rt,1,Na
559064.cif,Na,rt,1,Na
557550.cif,Na,rt,1,Na
455921.cif,Na,rt,1,Na
1301692.cif,Na,rt,1,Na
526887.cif,Na,rt,1,Na
1715168.cif,Na,rt,1,Na
1602680.cif,Na,rt,1,Na
1603282.cif,Na,rt,1,Na
304939.cif,Mo0.04Zr0.96,ht,2,Zr0.96Mo0.04
1928759.cif,Mo0.10Zr0.90,ht,2,Zr0.9Mo0.1
558464.cif,Mo0.13Zr0.87,ht,2,Zr0.87Mo0.13
530374.cif,Mo0.53Zr0.47,ht,2,Mo0.53Zr0.47
260278.cif,Mo0.67Zr0.33,ht,2,Mo0.67Zr0.33
450266.cif,Mo0.67Zr0.33,ht,2,Mo0.67Zr0.33
1928760.cif,Mo0.85Zr0.15,,2,Mo0.85Zr0.15
1726966.cif,Mo0.90Zr0.10,,2,Mo0.9Zr0.1
261267.cif,Mo0.93Zr0.08,,2,Mo0.925Zr0.075
1925060.cif,Mo0.95Zr0.05,,2,Mo0.95Zr0.05
1011076.cif,MoZr0,,2,Mo0.996Zr0.004
1715411.cif,Mo0.27W0.73,,2,W0.73Mo0.27
1928813.cif,Mo0.40W0.60,,2,W0.6Mo0.4
534827.cif,Mo0.50W0.50,,2,Mo0.5W0.5
250389.cif,Mo0.50W0.50,,2,Mo0.5W0.5
305027.cif,Mo0.50W0.50,,2,Mo0.5W0.5
261173.cif,Mo0.50W0.50,,2,Mo0.5W0.5
1922278.cif,Mo0.50V0.50,,2,Mo0.5V0.5
1928785.cif,Mo0.50V0.50,,2,Mo0.5V0.5
534166.cif,Mo0.50V0.50,,2,Mo0.5V0.5
261265.cif,Mo0.50V0.50,,2,Mo0.5V0.5
1213999.cif,Mo0.60V0.40,,2,Mo0.6V0.4
1435159.cif,Mo0.10U0.87Zr0.03,,3,U0.87Mo0.1Zr0.03
1435160.cif,Mo0.13U0.87,ht,2,U0.87Mo0.13
1828476.cif,Mo0.15U0.85,ht,2,U0.85Mo0.15
1500469.cif,Mo0.31U0.69,ht,2,U0.688Mo0.312
1720727.cif,Mo0.35U0.65,ht,2,U0.65Mo0.35
1726967.cif,Mo0.33Ti0.17Zr0.50,,3,Zr0.5Mo0.33Ti0.17
460834.cif,Mo0.67Ti0.17Zr0.16,,3,Mo0.67Ti0.17Zr0.16
1607485.cif,Mo0.17Ti0W0.82Y0,,4,W0.82Mo0.174Ti0.004Y0.002
1536459.cif,Mo0.09Ti0.89W0.02,,3,Ti0.893Mo0.086W0.021
1030513.cif,Mo0.15Ti0.80W0.05,,3,Ti0.8Mo0.15W0.05
1030514.cif,Mo0.21Ti0.58V0.21,,3,Ti0.58Mo0.21V0.21
1435155.cif,Mo0.12Ti0.10U0.78,,3,U0.78Mo0.12Ti0.1
1825390.cif,Mo0.52Ti0.38U0.10,,3,Mo0.523Ti0.381U0.096
1615211.cif,Mo0.06Ti0.94,ht,2,Ti0.94Mo0.06
1928757.cif,Mo0.10Ti0.90,ht,2,Ti0.9Mo0.1
1961296.cif,Mo0.23Ti0.77,ht,2,Ti0.77Mo0.23
1014646.cif,Mo0.25Ti0.75,ht,2,Ti0.75Mo0.25
1030508.cif,Mo0.25Ti0.75,ht,2,Ti0.75Mo0.25
1218600.cif,Mo0.33Ti0.67,ht,2,Ti0.67Mo0.33
1009679.cif,Mo0.40Ti0.60,ht,2,Ti0.6Mo0.4
534838.cif,Mo0.50Ti0.50,ht,2,Mo0.5Ti0.5
456872.cif,Mo0.50Ti0.50,ht,2,Mo0.5Ti0.5
450262.cif,Mo0.67Ti0.33,ht,2,Mo0.67Ti0.33
1615212.cif,Mo0.68Ti0.32,ht,2,Mo0.68Ti0.32
534557.cif,Mo0.98Te0.02,,2,Mo0.98Te0.02
554359.cif,Mo0.50Tc0.50,,2,Mo0.5Tc0.5
456387.cif,Mo0.50Tc0.50,,2,Mo0.5Tc0.5
529730.cif,Mo0.50Tc0.50,,2,Mo0.5Tc0.5
302578.cif,Mo0.34Ta0.33W0.33,,3,Mo0.34Ta0.33W0.33
1963098.cif,Mo0.47Ta0.35Ti0.02Zr0.16,,4,Mo0.47Ta0.35Zr0.16Ti0.02
1030512.cif,Mo0.24Ta0.05Ti0.71,,3,Ti0.71Mo0.24Ta0.05
457968.cif,Mo0.50Ta0.50,,2,Mo0.5Ta0.5
453054.cif,Mo0.50Ta0.50,,2,Mo0.5Ta0.5
534332.cif,Mo0.50Ta0.50,,2,Mo0.5Ta0.5
261177.cif,Mo0.50Ta0.50,,2,Mo0.5Ta0.5
1928806.cif,Mo0.60Ta0.40,,2,Mo0.6Ta0.4
309032.cif,Mo0.96Ta0.04,,2,Mo0.96Ta0.04
304938.cif,Mo0.02Sn0.02Zr0.96,ht,3,Zr0.96Mo0.02Sn0.02
1623790.cif,Mo0.75Sn0.25,ht-hp2,2,Mo0.75Sn0.25
539722.cif,Mo0.67Si0.08Zr0.25,,3,Mo0.67Zr0.25Si0.08
1963099.cif,Mo0.46Si0.02Ta0.34Ti0.02Zr0.16,,5,Mo0.46Ta0.34Zr0.16Si0.02
534558.cif,Mo0.98Se0.02,,2,Mo0.98Se0.02
534559.cif,Mo0.98S0.02,,2,Mo0.98S0.02
260716.cif,Mo0.70Ru0.30,,2,Mo0.7Ru0.3
1804455.cif,Mo0.92Ru0.08,,2,Mo0.921Ru0.079
530712.cif,Mo0.65Rh0.35,,2,Mo0.65Rh0.35
458682.cif,Mo0.85Rh0.15,,2,Mo0.85Rh0.15
1922280.cif,Mo0.40Re0.20V0.40,,3,Mo0.4V0.4Re0.2
310446.cif,Mo0.57Re0.43,,2,Mo0.57Re0.43
1537281.cif,Mo0.60Re0.40,,2,Mo0.6Re0.4
457184.cif,Mo0.60Re0.40,,2,Mo0.6Re0.4
304923.cif,Mo0.60Re0.40,,2,Mo0.6Re0.4
535178.cif,Mo0.62Re0.38,,2,Mo0.62Re0.38
1823995.cif,Mo0.67Re0.33,,2,Mo0.67Re0.33
1944631.cif,Mo0.70Re0.30,,2,Mo0.7Re0.3
1833949.cif,Mo0.75Re0.25,,2,Mo0.75Re0.25
1210865.cif,Mo0.75Re0.25,,2,Mo0.75Re0.25
1922279.cif,Mo0.80Re0.20,,2,Mo0.8Re0.2
309031.cif,Mo0.92Re0.08,,2,Mo0.92Re0.08
1821337.cif,Mo0.22Pu0.13U0.65,,3,U0.65Mo0.22Pu0.13
251698.cif,Mo0.85Pt0.15,,2,Mo0.85Pt0.15
1928074.cif,Mo0.98Pt0.02,,2,Mo0.98Pt0.02
1056435.cif,Mo0.42Pd0.02W0.56,,3,W0.56Mo0.42Pd0.02
1803207.cif,Mo0.90Pd0.02Ru0.08,,3,Mo0.9Ru0.08Pd0.02
1933579.cif,Mo0.33Pd0.67,m,2,Pd0.67Mo0.33
458683.cif,Mo0.95Pd0.05,,2,Mo0.95Pd0.05
1832001.cif,Mo0.92Pb0.08,tf,2,Mo0.92Pb0.08
461127.cif,Mo0.45Os0.10W0.45,,3,Mo0.45W0.45Os0.1
250054.cif,Mo0.86Os0.14,,2,Mo0.86Os0.14
1951065.cif,Mo0.08Ni0.01Zr0.91,ht,3,Zr0.91Mo0.08Ni0.01
1951060.cif,Mo0.94Ni0.02Zr0.04,,3,Mo0.94Zr0.04Ni0.02
1617263.cif,Mo0.40Ni0.20Ti0.40,,3,Mo0.4Ti0.4Ni0.2
1617269.cif,Mo0.90Ni0.02Ti0.08,,3,Mo0.9Ti0.08Ni0.02
1944622.cif,Mo0.88Ni0.02Re0.10,,3,Mo0.88Re0.1Ni0.02
1944630.cif,Mo0.98Ni0.02,,2,Mo0.98Ni0.02
1617270.cif,Mo0.98Ni0.02,,2,Mo0.98Ni0.02
250217.cif,Mo0.98Ni0.02,,2,Mo0.98Ni0.02
1011082.cif,Mo0.20Nb0.60Zr0.20,,3,Nb0.6Mo0.2Zr0.2
1922092.cif,Mo0.05Nb0.05Zr0.90,,3,Zr0.903Nb0.049Mo0.048
302580.cif,Mo0.34Nb0.33W0.33,,3,Mo0.34Nb0.33W0.33
461095.cif,Mo0.20Nb0.20U0.60,,3,U0.6Mo0.2Nb0.2
1825389.cif,Mo0.63Nb0.36U0.02,,3,Mo0.628Nb0.356U0.016
1055682.cif,Mo0.10Nb0.15Ti0.50Zr0.25,,4,Ti0.5Zr0.25Nb0.15Mo0.1
1965601.cif,Mo0.25Nb0.25Ti0.25Zr0.25,,4,Mo0.25Nb0.25Ti0.25Zr0.25
1964293.cif,Mo0.25Nb0.25Ti0.25V0.25,,4,Mo0.25Nb0.25Ti0.25V0.25
1965600.cif,Mo0.34Nb0.33Ti0.33,,3,Mo0.34Nb0.33Ti0.33
1030511.cif,Mo0.23Nb0.18Ti0.59,,3,Ti0.59Mo0.23Nb0.18
1905188.cif,Mo0.27Nb0.07Ti0.66,,3,Ti0.66Mo0.27Nb0.07
1055738.cif,Mo0.25Nb0.25Ta0.25W0.25,,4,Mo0.25Nb0.25Ta0.25W0.25
1965647.cif,Mo0.25Nb0.25Ta0.25W0.25,,4,Mo0.25Nb0.25Ta0.25W0.25
1966542.cif,Mo0.15Nb0.35Ta0.35V0.05W0.10,,5,Nb0.35Ta0.35Mo0.15W0.1
1960995.cif,Mo0.15Nb0.35Ta0.35V0.05W0.10,,5,Nb0.35Ta0.35Mo0.15W0.1
1965404.cif,Mo0.20Nb0.20Ta0.20V0.20W0.20,,5,Mo0.2Nb0.2Ta0.2V0.2
1964292.cif,Mo0.25Nb0.25Ta0.25V0.25,,4,Mo0.25Nb0.25Ta0.25V0.25
1964288.cif,'Mo0.17Nb0.17Ta0.17Ti0.17V0.16W0.16',,6,Mo0.17Nb0.17Ta0.17Ti0.17
1964290.cif,Mo0.20Nb0.20Ta0.20Ti0.20V0.20,,5,Mo0.2Nb0.2Ta0.2Ti0.2
302579.cif,Mo0.33Nb0.33Ta0.34,,3,Ta0.34Mo0.33Nb0.33
1964289.cif,Mo0.20Nb0.20Re0.20Ta0.20W0.20,,5,Mo0.2Nb0.2Re0.2Ta0.2
1964287.cif,'Mo0.17Nb0.17Re0.17Ta0.17V0.16W0.16',,6,Mo0.17Nb0.17Re0.17Ta0.17
1964286.cif,'Mo0.15Nb0.15Re0.14Ta0.14Ti0.14V0.14W0.14',,7,Mo0.15Nb0.15Re0.14Ta0.14
1922282.cif,Mo0.40Nb0.40Re0.20,,3,Mo0.4Nb0.4Re0.2
1939811.cif,Mo0.20Nb0.64Pd0.16,,3,Nb0.64Mo0.2Pd0.16
1501047.cif,Mo0.05Nb0.95,,2,Nb0.95Mo0.05
1928797.cif,Mo0.30Nb0.70,,2,Nb0.7Mo0.3
1011083.cif,Mo0.39Nb0.61,,2,Nb0.61Mo0.39
527286.cif,Mo0.48Nb0.52,,2,Nb0.52Mo0.48
1967449.cif,Mo0.50Nb0.50,,2,Nb0.502Mo0.498
1922281.cif,Mo0.50Nb0.50,,2,Mo0.5Nb0.5
250698.cif,Mo0.50Nb0.50,,2,Mo0.5Nb0.5
250713.cif,Mo0.50Nb0.50,,2,Mo0.5Nb0.5
452160.cif,Mo0.50Nb0.50,,2,Mo0.5Nb0.5
250106.cif,Mo0.50Nb0.50,,2,Mo0.5Nb0.5
261175.cif,Mo0.50Nb0.50,,2,Mo0.5Nb0.5
554709.cif,Mo0.52Nb0.48,,2,Mo0.516Nb0.484
534839.cif,Mo0.52Nb0.48,,2,Mo0.52Nb0.48
1054342.cif,Mo,,1,Mo
1962402.cif,Mo,,1,Mo
1956753.cif,Mo,,1,Mo
1950076.cif,Mo,,1,Mo
1949632.cif,Mo,,1,Mo
1832000.cif,Mo,,1,Mo
1831459.cif,Mo,,1,Mo
1933225.cif,Mo,,1,Mo
1323467.cif,Mo,,1,Mo
1323471.cif,Mo,,1,Mo
1831100.cif,Mo,,1,Mo
313786.cif,Mo,,1,Mo
1210794.cif,Mo,,1,Mo
260171.cif,Mo,,1,Mo
546208.cif,Mo,,1,Mo
554360.cif,Mo,,1,Mo
1214004.cif,Mo,,1,Mo
554708.cif,Mo,,1,Mo
309030.cif,Mo,,1,Mo
457970.cif,Mo,,1,Mo
1928758.cif,Mo,,1,Mo
1928767.cif,Mo,,1,Mo
1928761.cif,Mo,,1,Mo
1928805.cif,Mo,,1,Mo
1928796.cif,Mo,,1,Mo
1928812.cif,Mo,,1,Mo
534555.cif,Mo,,1,Mo
534556.cif,Mo,,1,Mo
250709.cif,Mo,,1,Mo
452158.cif,Mo,,1,Mo
250697.cif,Mo,,1,Mo
534840.cif,Mo,,1,Mo
453052.cif,Mo,,1,Mo
250388.cif,Mo,,1,Mo
527281.cif,Mo,,1,Mo
250190.cif,Mo,,1,Mo
453847.cif,Mo,,1,Mo
250121.cif,Mo,,1,Mo
1210864.cif,Mo,,1,Mo
261440.cif,Mo,,1,Mo
1012697.cif,Mo,,1,Mo
529731.cif,Mo,,1,Mo
534168.cif,Mo,,1,Mo
305024.cif,Mo,,1,Mo
250097.cif,Mo,,1,Mo
304922.cif,Mo,,1,Mo
458684.cif,Mo,,1,Mo
1040273.cif,Mo,,1,Mo
458727.cif,Mo,,1,Mo
534333.cif,Mo,,1,Mo
456885.cif,Mo,,1,Mo
456873.cif,Mo,,1,Mo
311289.cif,Mo,,1,Mo
535031.cif,Mo,,1,Mo
261168.cif,Mo,,1,Mo
1715410.cif,Mo,,1,Mo
1324324.cif,Mo,,1,Mo
1324292.cif,Mo,,1,Mo
1602683.cif,Mo,,1,Mo
534812.cif,Mn0.50V0.50,,2,Mn0.5V0.5
1929622.cif,Mn0.53V0.47,,2,Mn0.53V0.47
1301755.cif,Mn0.56V0.44,,2,Mn0.565V0.435
1724348.cif,Mn0.07Ti0.64Zr0.29,cub,3,Ti0.644Zr0.29Mn0.066
1923904.cif,Mn0.07Ti0.64Zr0.29,cub,3,Ti0.64Zr0.29Mn0.07
1216750.cif,Mn0.05Ti0.36V0.59,,3,V0.593Ti0.36Mn0.047
1823281.cif,Mn0.13Ti0.33V0.53,,3,V0.533Ti0.333Mn0.134
1637300.cif,Mn0.27Ti0.40V0.33,,3,Ti0.4V0.33Mn0.27
1836454.cif,Mn0.25Ti0.37V0.38,,3,V0.38Ti0.37Mn0.25
1819799.cif,Mn0.27Ti0.33V0.40,,3,V0.4Ti0.333Mn0.267
1946236.cif,Mn0.30Ti0.33V0.37,,3,V0.37Ti0.33Mn0.3
1933484.cif,Mn0.30Ti0.33V0.37,,3,V0.37Ti0.33Mn0.3
1926406.cif,Mn0.33Ti0.33V0.33,,3,V0.338Mn0.327Ti0.336
1233435.cif,Mn0.20Ti0.20V0.60,,3,V0.6Mn0.2Ti0.2
1233438.cif,Mn0.20Ti0.20V0.60,,3,V0.6Mn0.2Ti0.2
456814.cif,Mn0.10Ti0.90,ht,2,Ti0.9Mn0.1
1823118.cif,Mn0.15Ti0.85,ht,2,Ti0.85Mn0.15
1823108.cif,Mn0.15Ti0.85,ht,2,Ti0.85Mn0.15
1932519.cif,Mn0.07Sn0.03Ti0.90,,3,Ti0.9Mn0.07Sn0.03
1011022.cif,Mn0.75Si0.25,ht,2,Mn0.75Si0.25
1928085.cif,Mn0.14Ni0.13Ti0.13V0.59Zr0.01,,5,V0.59Mn0.14Ni0.13Ti0.13
1725418.cif,Mn0.40Ni0.50Sn0.10,ht,3,Ni0.5Mn0.4Sn0.1
1961054.cif,Mn0.46Ni0.43Sn0.11,ht,3,Mn0.46Ni0.43Sn0.11
534304.cif,Mn0.50Ni0.50,ht2,2,Mn0.5Ni0.5
1818691.cif,Mn0.03Nb0.18Ti0.79,,3,Ti0.79Nb0.18Mn0.03
1928087.cif,'Mn0.05Mo0.26Ni0.03Ti0.08V0.34Zr0.24',,6,V0.34Mo0.26Zr0.24Ti0.08
261266.cif,Mn0.15Mo0.85,,2,Mo0.85Mn0.15
1617205.cif,Mn,ht3,1,Mn
1022941.cif,Mg0.30Tm0.70,ht,2,Tm0.7Mg0.3
527175.cif,Mg0.30Tm0.70,ht,2,Tm0.7Mg0.3
1824097.cif,Mg0.23Ti0.77,m2,2,Ti0.77Mg0.23
1270669.cif,Mg0.25Ti0.75,m2,2,Ti0.75Mg0.25
1824090.cif,Mg0.26Ti0.74,m2,2,Ti0.74Mg0.26
1824091.cif,Mg0.51Ti0.49,m2,2,Mg0.51Ti0.49
1824092.cif,Mg0.55Ti0.45,m2,2,Mg0.55Ti0.45
1824095.cif,Mg0.55Ti0.45,m2,2,Mg0.55Ti0.45
1824093.cif,Mg0.80Ti0.20,m2,2,Mg0.8Ti0.2
527179.cif,Mg0.30Tb0.70,ht,2,Tb0.7Mg0.3
1961165.cif,Mg0.43Ta0.06Ti0.51,,3,Ti0.51Mg0.43Ta0.06
1219831.cif,Mg0.65Sc0.35,rt,2,Mg0.65Sc0.35
1815337.cif,Mg0.33Ni0.33Ti0.33,,3,Mg0.334Ni0.333Ti0.333
1270704.cif,Mg0.75Nb0.25,tf,2,Mg0.75Nb0.25
1933106.cif,Mg,hp,1,Mg
312553.cif,Mg,hp,1,Mg
527181.cif,Lu0.70Mg0.30,ht,2,Lu0.7Mg0.3
527161.cif,Lu,stab,1,Lu
453001.cif,Li0.30Mg0.70,rt,2,Mg0.7Li0.3
1925063.cif,Li0.50Mg0.50,rt,2,Li0.5Mg0.5
452999.cif,Li0.50Mg0.50,rt,2,Li0.5Mg0.5
1961034.cif,Li0.90Mg0.10,rt,2,Li0.9Mg0.1
456060.cif,Li0.90Mg0.10,rt,2,Li0.9Mg0.1
1961033.cif,Li,rt,1,Li
557621.cif,Li,rt,1,Li
557623.cif,Li,rt,1,Li
557549.cif,Li,rt,1,Li
1215178.cif,Li,rt,1,Li
456061.cif,Li,rt,1,Li
1300516.cif,Li,rt,1,Li
455990.cif,Li,rt,1,Li
1021370.cif,Li,rt,1,Li
1021368.cif,Li,rt,1,Li
1021369.cif,Li,rt,1,Li
1301694.cif,Li,rt,1,Li
452998.cif,Li,rt,1,Li
1603293.cif,Li,rt,1,Li
1715167.cif,Li,rt,1,Li
1625773.cif,Li,rt,1,Li
1602679.cif,Li,rt,1,Li
1603283.cif,Li,rt,1,Li
1047953.cif,La0.02Y0.98,ht,2,Y0.98La0.02
1020443.cif,La0Ni0.08V0.92,,3,V0.92Ni0.079La0.001
531843.cif,La0.80Mg0.20,ht2,2,La0.8Mg0.2
531845.cif,La,ht2,1,La
1012733.cif,La,ht2,1,La
1214736.cif,K,,1,K
1301697.cif,K,,1,K
526886.cif,K,,1,K
1715169.cif,K,,1,K
1925064.cif,K,,1,K
533332.cif,Ir0.01W0.99,,2,W0.99Ir0.01
250743.cif,Ir0.20V0.80,,2,V0.8Ir0.2
452261.cif,Ir0.07Nb0.93,,2,Nb0.93Ir0.07
452037.cif,Ir0.10Mo0.90,,2,Mo0.9Ir0.1
261112.cif,In0.25Tl0.75,ht,2,Tl0.75In0.25
456895.cif,In0.25Tl0.75,ht,2,Tl0.75In0.25
461153.cif,In0.50Sb0.15Te0.35,,3,In0.5Te0.35Sb0.15
532138.cif,In0.20Ni0.80,m,2,Ni0.8In0.2
1623894.cif,In0.25Nb0.75,,2,Nb0.75In0.25
527177.cif,Ho0.70Mg0.30,ht,2,Ho0.7Mg0.3
527164.cif,Ho,stab,1,Ho
450328.cif,Hg0.15Tl0.85,m,2,Tl0.85Hg0.15
1954664.cif,Hg0.50Te0.50,hp6,2,Hg0.5Te0.5
460835.cif,Hf0.17W0.67Zr0.16,ht,3,W0.67Hf0.17Zr0.16
1928774.cif,Hf0.05W0.96,,2,W0.955Hf0.045
260126.cif,Hf0.33W0.67,ht,2,W0.67Hf0.33
450263.cif,Hf0.33W0.67,ht,2,W0.67Hf0.33
533454.cif,Hf0.01V0.99,,2,V0.99Hf0.01
533457.cif,Hf0.05V0.95,,2,V0.95Hf0.05
460831.cif,Hf0.16Ti0.17W0.67,ht,3,W0.67Ti0.17Hf0.16
1965275.cif,Hf0.25Ti0.25V0.25Zr0.25,,4,Hf0.25Ti0.25V0.25Zr0.25
1965279.cif,Hf0.34Ti0.33V0.33,,3,Hf0.34Ti0.33V0.33
1058449.cif,Hf0.26Ta0.31Ti0.22Zr0.21,cub,4,Ta0.31Hf0.26Ti0.22Zr0.21
1055854.cif,Hf0.25Ta0.25Ti0.25Zr0.25,cub,4,Hf0.25Ta0.25Ti0.25Zr0.25
1058434.cif,Hf0.31Ta0.11Ti0.21Zr0.37,cub,4,Zr0.37Hf0.31Ti0.21Ta0.11
531897.cif,Hf0.50Ta0.50,,2,Hf0.5Ta0.5
302347.cif,Hf0.17Si0.17W0.66,ht,3,W0.66Hf0.17Si0.17
1701096.cif,Hf0.88Re0.12,ht,2,Hf0.88Re0.12
1923698.cif,Hf0.08Pu0.92,ht5,2,Pu0.92Hf0.08
1606300.cif,Hf0.93Pt0.07,ht,2,Hf0.93Pt0.07
1815105.cif,Hf0Ni0.05Ti0.19V0.75,,4,V0.752Ti0.194Ni0.053Hf0.001
1834949.cif,Hf0.04Ni0.12Ti0.12V0.72,,4,V0.723Ni0.119Ti0.115Hf0.043
1804526.cif,Hf0.02Ni0.03Ti0.19V0.76,,4,V0.765Ti0.185Ni0.032Hf0.018
1730760.cif,Hf0.18Nb0.70Zr0.12,,3,Nb0.7Hf0.18Zr0.12
1965284.cif,Hf0.34Nb0.33Zr0.33,,3,Hf0.34Nb0.33Zr0.33
461125.cif,Hf0.40Nb0.30Zr0.30,,3,Hf0.4Nb0.3Zr0.3
1965277.cif,Hf0.25Nb0.25V0.25Zr0.25,,4,Hf0.25Nb0.25V0.25Zr0.25
1965283.cif,Hf0.34Nb0.33V0.33,,3,Hf0.34Nb0.33V0.33
1730761.cif,Hf0.12Nb0.70Ti0.06Zr0.12,,4,Nb0.7Hf0.12Zr0.12Ti0.06
1260687.cif,Hf0.20Nb0.40Ti0.20Zr0.20,,4,Nb0.4Hf0.2Ti0.2Zr0.2
1058451.cif,Hf0.25Nb0.25Ti0.25Zr0.25,,4,Hf0.25Nb0.25Ti0.25Zr0.25
1965276.cif,Hf0.25Nb0.25Ti0.25Zr0.25,,4,Hf0.25Nb0.25Ti0.25Zr0.25
1964284.cif,Hf0.25Nb0.25Ti0.25Zr0.25,,4,Hf0.25Nb0.25Ti0.25Zr0.25
1961132.cif,Hf0.25Nb0.25Ti0.25Zr0.25,,4,Hf0.25Nb0.25Ti0.25Zr0.25
1245904.cif,Hf0.25Nb0.25Ti0.25Zr0.25,,4,Hf0.25Nb0.25Ti0.25Zr0.25
1965272.cif,Hf0.20Nb0.20Ti0.20V0.20Zr0.20,ht,5,Hf0.2Nb0.2Ti0.2V0.2
1055773.cif,Hf0.20Nb0.20Ti0.20V0.20Zr0.20,ht,5,Hf0.2Nb0.2Ti0.2V0.2
1966034.cif,Hf0.20Nb0.20Ti0.20V0.20Zr0.20,ht,5,Hf0.2Nb0.2Ti0.2V0.2
1965931.cif,Hf0.20Nb0.20Ti0.20V0.20Zr0.20,ht,5,Hf0.2Nb0.2Ti0.2V0.2
1248535.cif,Hf0.20Nb0.20Ti0.20V0.20Zr0.20,ht,5,Hf0.2Nb0.2Ti0.2V0.2
1957009.cif,Hf0.20Nb0.20Ti0.20V0.20Zr0.20,ht,5,Hf0.2Nb0.2Ti0.2V0.2
1965274.cif,Hf0.25Nb0.25Ti0.25V0.25,,4,Hf0.25Nb0.25Ti0.25V0.25
1730759.cif,Hf0.18Nb0.70Ti0.12,,3,Nb0.7Hf0.18Ti0.12
1054694.cif,Hf0.33Nb0.33Ti0.33,,3,Hf0.334Nb0.333Ti0.333
1965281.cif,Hf0.34Nb0.33Ti0.33,,3,Hf0.34Nb0.33Ti0.33
1725416.cif,Hf0.25Nb0.25Ta0.25Zr0.25,,4,Hf0.25Nb0.25Ta0.25Zr0.25
1952208.cif,Hf0.26Nb0.25Ta0.25Zr0.24,,4,Hf0.26Nb0.25Ta0.25Zr0.24
1241040.cif,Hf0.08Nb0.33Ta0.34Ti0.11Zr0.14,,5,Ta0.34Nb0.33Zr0.14Ti0.11
1248215.cif,Hf0.08Nb0.33Ta0.34Ti0.11Zr0.14,,5,Ta0.34Nb0.33Zr0.14Ti0.11
1243502.cif,Hf0.09Nb0.33Ta0.33Ti0.12Zr0.13,,5,Nb0.334Ta0.331Zr0.131Ti0.119
1965420.cif,Hf0.11Nb0.25Ta0.33Ti0.21Zr0.10,,5,Ta0.33Nb0.25Ti0.21Hf0.11
1952207.cif,Hf0.20Nb0.21Ta0.20Ti0.19Zr0.20,,5,Nb0.21Hf0.2Ta0.2Zr0.2
1967369.cif,Hf0.20Nb0.20Ta0.20Ti0.20Zr0.20,,5,Hf0.2Nb0.2Ta0.2Ti0.2
1963187.cif,Hf0.20Nb0.20Ta0.20Ti0.20Zr0.20,,5,Hf0.2Nb0.2Ta0.2Ti0.2
1054696.cif,Hf0.20Nb0.20Ta0.20Ti0.20Zr0.20,,5,Hf0.2Nb0.2Ta0.2Ti0.2
1964283.cif,Hf0.20Nb0.20Ta0.20Ti0.20Zr0.20,,5,Hf0.2Nb0.2Ta0.2Ti0.2
1961251.cif,Hf0.20Nb0.20Ta0.20Ti0.20Zr0.20,,5,Hf0.2Nb0.2Ta0.2Ti0.2
1826229.cif,Hf0.20Nb0.20Ta0.20Ti0.20Zr0.20,,5,Hf0.2Nb0.2Ta0.2Ti0.2
1959452.cif,'Hf0.08Nb0.25Ta0.25Ti0.09W0.29Zr0.04',,6,W0.29Nb0.25Ta0.25Ti0.09
1967370.cif,'Hf0.17Nb0.17Ta0.17Ti0.17W0.16Zr0.16',,6,Hf0.17Nb0.17Ta0.17Ti0.17
1054695.cif,Hf0.25Nb0.25Ta0.25Ti0.25,,4,Hf0.25Nb0.25Ta0.25Ti0.25
1960944.cif,Hf0.25Nb0.25Ta0.25Ti0.25,,4,Hf0.25Nb0.25Ta0.25Ti0.25
1960943.cif,Hf0.34Nb0.33Ta0.33,,3,Hf0.34Nb0.33Ta0.33
1965597.cif,Hf0.25Nb0.24Sn0.14Ti0.24Zr0.13,,5,Hf0.25Nb0.24Ti0.24Sn0.14
1057194.cif,Hf0.10Nb0.60Re0.10Ti0.10Zr0.10,,5,Nb0.6Hf0.1Re0.1Ti0.1
1957257.cif,Hf0.20Nb0.20Re0.20Ti0.20Zr0.20,,5,Hf0.2Nb0.2Re0.2Ti0.2
1837123.cif,Hf0.03Nb0.97,,2,Nb0.972Hf0.028
